Tank,Picture_Name,Date,Snail,Snail_abundance,Snail_count,Diameter,Biomass,Cercariae,Week,Total_Biomass
1,P1050119,5/16/2016,12,60,24,6.239,2.331396767,0,0,96.00971723
1,P1050119,5/16/2016,13,60,25,6.976,3.259047189,0,0,96.00971723
1,P1050119,5/16/2016,14,60,26,5.799,1.872106535,0,0,96.00971723
1,P1050119,5/16/2016,15,60,27,5.598,1.684107909,0,0,96.00971723
1,P1050119,5/16/2016,16,60,28,7.108,3.447573156,0,0,96.00971723
1,P1050119,5/16/2016,17,60,29,5.801,1.874044199,0,0,96.00971723
1,P1050119,5/16/2016,18,60,30,5.61,1.694961418,0,0,96.00971723
1,P1050119,5/16/2016,19,60,31,7.459,3.983942434,0,0,96.00971723
1,P1050119,5/16/2016,20,60,32,6.581,2.736194121,0,0,96.00971723
1,P1050119,5/16/2016,21,60,33,6.073,2.150210986,0,0,96.00971723
1,P1050119,5/16/2016,22,60,34,6.389,2.503628562,0,0,96.00971723
1,P1050119,5/16/2016,23,60,35,5.339,1.461002623,0,0,96.00971723
1,P1050119,5/16/2016,24,60,36,6.309,2.410753552,0,0,96.00971723
1,P1050140,5/16/2016,1,60,37,3.811,0.531359047,0,0,96.00971723
1,P1050140,5/16/2016,2,60,38,5.138,1.302127565,0,0,96.00971723
1,P1050140,5/16/2016,3,60,39,4.154,0.688130345,0,0,96.00971723
1,P1050140,5/16/2016,4,60,40,4.168,0.695111324,0,0,96.00971723
1,P1050140,5/16/2016,5,60,41,3.647,0.465670282,0,0,96.00971723
1,P1050140,5/16/2016,6,60,42,3.382,0.371357366,0,0,96.00971723
1,P1050140,5/16/2016,7,60,43,3.79,0.522623414,0,0,96.00971723
1,P1050140,5/16/2016,8,60,44,5.236,1.378066409,0,0,96.00971723
1,P1050140,5/16/2016,9,60,45,3.598,0.447151519,0,0,96.00971723
1,P1050140,5/16/2016,10,60,46,4.421,0.8295313,0,0,96.00971723
1,P1050140,5/16/2016,11,60,47,4.517,0.884751902,0,0,96.00971723
1,P1050140,5/16/2016,12,60,48,4.838,1.087098321,0,0,96.00971723
1,P1050140,5/16/2016,13,60,49,4.628,0.951593099,0,0,96.00971723
1,P1050140,5/16/2016,14,60,50,3.74,0.50221079,0,0,96.00971723
1,P1050140,5/16/2016,15,60,51,4.622,0.947896799,0,0,96.00971723
1,P1050140,5/16/2016,16,60,52,5.465,1.566901628,0,0,96.00971723
1,P1050140,5/16/2016,17,60,53,4.506,0.878303868,0,0,96.00971723
1,P1050140,5/16/2016,18,60,54,3.703,0.487452575,0,0,96.00971723
1,P1050140,5/16/2016,19,60,55,5.118,1.286980829,0,0,96.00971723
1,P1050140,5/16/2016,20,60,56,4.441,0.840840366,0,0,96.00971723
1,P1050140,5/16/2016,21,60,57,3.659,0.470282114,0,0,96.00971723
1,P1050140,5/16/2016,22,60,58,4.338,0.783682008,0,0,96.00971723
1,P1050140,5/16/2016,23,60,59,4.536,0.895963609,0,0,96.00971723
1,P1050140,5/16/2016,24,60,60,4.039,0.632546989,0,0,96.00971723
2,p1000559,5/16/2016,1,60,1,10.673,11.67160984,0,0,620.56866
2,p1000559,5/16/2016,2,60,2,10.344,10.62519156,0,0,620.56866
2,p1000559,5/16/2016,3,60,3,10.087,9.852746194,0,0,620.56866
2,p1000559,5/16/2016,4,60,4,11.575,14.88792705,0,0,620.56866
2,p1000559,5/16/2016,5,60,5,9.822,9.09643085,0,0,620.56866
2,p1000559,5/16/2016,6,60,6,9.877,9.250099288,0,0,620.56866
2,p1000559,5/16/2016,7,60,7,13.954,26.08359144,0,0,620.56866
2,p1000559,5/16/2016,8,60,8,12.184,17.36364524,0,0,620.56866
2,p1000559,5/16/2016,9,60,9,10.479,11.04665407,0,0,620.56866
2,p1000559,5/16/2016,10,60,10,10.399,10.79557969,0,0,620.56866
2,p1000559,5/16/2016,11,60,11,11.575,14.88792705,0,0,620.56866
2,p1000559,5/16/2016,12,60,12,9.187,7.443760341,0,0,620.56866
2,P1050083,5/16/2016,1,60,13,10.802,12.09995491,0,0,620.56866
2,P1050083,5/16/2016,2,60,14,9.633,8.581355896,0,0,620.56866
2,P1050083,5/16/2016,3,60,15,9.621,8.549325985,0,0,620.56866
2,P1050083,5/16/2016,4,60,16,10.134,9.991114427,0,0,620.56866
2,P1050083,5/16/2016,5,60,17,9.183,7.434041582,0,0,620.56866
2,P1050083,5/16/2016,6,60,18,11.294,13.82975808,0,0,620.56866
2,P1050083,5/16/2016,7,60,19,11.9,16.1775264,0,0,620.56866
2,P1050083,5/16/2016,8,60,20,11.621,15.06613091,0,0,620.56866
2,P1050083,5/16/2016,9,60,21,12.391,18.26376473,0,0,620.56866
2,P1050083,5/16/2016,10,60,22,10.707,11.78350909,0,0,620.56866
2,P1050083,5/16/2016,11,60,23,10.221,10.25064983,0,0,620.56866
2,P1050083,5/16/2016,12,60,24,13.012,21.14966033,0,0,620.56866
2,P1050083,5/16/2016,13,60,25,10.213,10.22659904,0,0,620.56866
2,P1050083,5/16/2016,14,60,26,11.17,13.37921868,0,0,620.56866
2,P1050083,5/16/2016,15,60,27,11.335,13.9809218,0,0,620.56866
2,P1050083,5/16/2016,16,60,28,10.941,12.57309761,0,0,620.56866
2,P1050083,5/16/2016,17,60,29,12.938,20.79087051,0,0,620.56866
2,P1050083,5/16/2016,18,60,30,9.173,7.409781703,0,0,620.56866
2,P1050083,5/16/2016,19,60,31,9.713,8.796935329,0,0,620.56866
2,P1050083,5/16/2016,20,60,32,12.151,17.22294028,0,0,620.56866
2,P1050083,5/16/2016,21,60,33,12.78,20.03843474,0,0,620.56866
2,P1050083,5/16/2016,22,60,34,11.232,13.60324492,0,0,620.56866
2,P1050083,5/16/2016,23,60,35,12.874,20.48385757,0,0,620.56866
2,P1050083,5/16/2016,24,60,36,10.242,10.31396249,0,0,620.56866
2,P1050115,5/16/2016,1,60,37,8.325,5.53890555,0,0,620.56866
2,P1050115,5/16/2016,2,60,38,8.466,5.825135411,0,0,620.56866
2,P1050115,5/16/2016,3,60,39,7.317,3.760714791,0,0,620.56866
2,P1050115,5/16/2016,4,60,40,6.833,3.062707311,0,0,620.56866
2,P1050115,5/16/2016,5,60,41,7.032,3.338165153,0,0,620.56866
2,P1050115,5/16/2016,6,60,42,6.025,2.09962815,0,0,620.56866
2,P1050115,5/16/2016,7,60,43,9.038,7.087421212,0,0,620.56866
2,P1050115,5/16/2016,8,60,44,7.723,4.422107924,0,0,620.56866
2,P1050115,5/16/2016,9,60,45,7.318,3.76225691,0,0,620.56866
2,P1050115,5/16/2016,10,60,46,8.014,4.941049985,0,0,620.56866
2,P1050115,5/16/2016,11,60,47,7.597,4.209181106,0,0,620.56866
2,P1050115,5/16/2016,12,60,48,8.082,5.067896903,0,0,620.56866
2,P1050115,5/16/2016,13,60,49,8.847,6.64751483,0,0,620.56866
2,P1050115,5/16/2016,14,60,50,9.559,8.385107173,0,0,620.56866
2,P1050115,5/16/2016,15,60,51,8.714,6.352196144,0,0,620.56866
2,P1050115,5/16/2016,16,60,52,7.91,4.751171242,0,0,620.56866
2,P1050115,5/16/2016,17,60,53,8.983,6.958817262,0,0,620.56866
2,P1050115,5/16/2016,18,60,54,8.137,5.172067463,0,0,620.56866
2,P1050115,5/16/2016,19,60,55,10.502,11.11955161,0,0,620.56866
2,P1050115,5/16/2016,20,60,56,8.654,6.221883939,0,0,620.56866
2,P1050115,5/16/2016,21,60,57,10.374,10.7179065,0,0,620.56866
2,P1050115,5/16/2016,22,60,58,10.822,12.16728895,0,0,620.56866
2,P1050115,5/16/2016,23,60,59,9.393,7.955806286,0,0,620.56866
2,P1050115,5/16/2016,24,60,60,8.551,6.002358798,0,0,620.56866
3,p1000562,5/16/2016,1,60,1,12.509,18.79052917,0,0,670.4780016
3,p1000562,5/16/2016,2,60,2,10.073,9.811778487,0,0,670.4780016
3,p1000562,5/16/2016,3,60,3,10.354,10.65603688,0,0,670.4780016
3,p1000562,5/16/2016,4,60,4,9.605,8.506743553,0,0,670.4780016
3,p1000562,5/16/2016,5,60,5,10.648,11.58978449,0,0,670.4780016
3,p1000562,5/16/2016,6,60,6,10.627,11.52134747,0,0,670.4780016
3,p1000562,5/16/2016,7,60,7,10.176,10.11585343,0,0,670.4780016
3,p1000562,5/16/2016,8,60,8,10.812,12.13359079,0,0,670.4780016
3,p1000562,5/16/2016,9,60,9,10.438,10.91749774,0,0,670.4780016
3,p1000562,5/16/2016,10,60,10,11.147,13.29674183,0,0,670.4780016
3,p1000562,5/16/2016,11,60,11,12.696,19.64590204,0,0,670.4780016
3,p1000562,5/16/2016,12,60,12,11.625,15.08169375,0,0,670.4780016
3,P1050084,5/16/2016,1,60,13,10.896,12.41859651,0,0,670.4780016
3,P1050084,5/16/2016,2,60,14,9.757,8.917028362,0,0,670.4780016
3,P1050084,5/16/2016,3,60,15,9.807,9.054818697,0,0,670.4780016
3,P1050084,5/16/2016,4,60,16,9.479,8.176337369,0,0,670.4780016
3,P1050084,5/16/2016,5,60,17,9.269,7.644866036,0,0,670.4780016
3,P1050084,5/16/2016,6,60,18,8.061,5.028494697,0,0,670.4780016
3,P1050084,5/16/2016,7,60,19,11.965,16.44407095,0,0,670.4780016
3,P1050084,5/16/2016,8,60,20,12.799,20.12794098,0,0,670.4780016
3,P1050084,5/16/2016,9,60,21,11.561,14.83397137,0,0,670.4780016
3,P1050084,5/16/2016,10,60,22,12.376,18.19751706,0,0,670.4780016
3,P1050084,5/16/2016,11,60,23,10.955,12.62142465,0,0,670.4780016
3,P1050084,5/16/2016,12,60,24,10.071,9.805935244,0,0,670.4780016
3,P1050084,5/16/2016,13,60,25,11.225,13.57782735,0,0,670.4780016
3,P1050084,5/16/2016,14,60,26,10.981,12.7115031,0,0,670.4780016
3,P1050084,5/16/2016,15,60,27,12.597,19.189896,0,0,670.4780016
3,P1050084,5/16/2016,16,60,28,13.06,21.38458191,0,0,670.4780016
3,P1050084,5/16/2016,17,60,29,10.531,11.21192209,0,0,670.4780016
3,P1050084,5/16/2016,18,60,30,11.058,12.98078599,0,0,670.4780016
3,P1050084,5/16/2016,19,60,31,12.797,20.11850674,0,0,670.4780016
3,P1050084,5/16/2016,20,60,32,13.398,23.08825729,0,0,670.4780016
3,P1050084,5/16/2016,21,60,33,11.304,13.8665263,0,0,670.4780016
3,P1050084,5/16/2016,22,60,34,10.513,11.15452873,0,0,670.4780016
3,P1050084,5/16/2016,23,60,35,11.847,15.96233417,0,0,670.4780016
3,P1050084,5/16/2016,24,60,36,10.997,12.76714845,0,0,670.4780016
3,P1050110,5/16/2016,1,60,37,10.851,12.26536632,0,0,670.4780016
3,P1050110,5/16/2016,2,60,38,8.774,6.484315285,0,0,670.4780016
3,P1050110,5/16/2016,3,60,39,8.166,5.227564016,0,0,670.4780016
3,P1050110,5/16/2016,4,60,40,10.005,9.614407201,0,0,670.4780016
3,P1050110,5/16/2016,5,60,41,8.489,5.872740808,0,0,670.4780016
3,P1050110,5/16/2016,6,60,42,9.586,8.456360852,0,0,670.4780016
3,P1050110,5/16/2016,7,60,43,8.834,6.618253802,0,0,670.4780016
3,P1050110,5/16/2016,8,60,44,11.457,14.43723323,0,0,670.4780016
3,P1050110,5/16/2016,9,60,45,8.461,5.814820571,0,0,670.4780016
3,P1050110,5/16/2016,10,60,46,10.341,10.61594959,0,0,670.4780016
3,P1050110,5/16/2016,11,60,47,10.829,12.19091475,0,0,670.4780016
3,P1050110,5/16/2016,12,60,48,7.332,3.783890864,0,0,670.4780016
3,P1050110,5/16/2016,13,60,49,9.045,7.103901755,0,0,670.4780016
3,P1050110,5/16/2016,14,60,50,9.395,7.960889327,0,0,670.4780016
3,P1050110,5/16/2016,15,60,51,8.448,5.788058989,0,0,670.4780016
3,P1050110,5/16/2016,16,60,52,10.308,10.51464133,0,0,670.4780016
3,P1050110,5/16/2016,17,60,53,7.229,3.626652192,0,0,670.4780016
3,P1050110,5/16/2016,18,60,54,7.725,4.42554435,0,0,670.4780016
3,P1050110,5/16/2016,19,60,55,9.26,7.62261865,0,0,670.4780016
3,P1050110,5/16/2016,20,60,56,10.086,9.849816154,0,0,670.4780016
3,P1050110,5/16/2016,21,60,57,9.136,7.320479112,0,0,670.4780016
3,P1050110,5/16/2016,22,60,58,9.245,7.585635659,0,0,670.4780016
3,P1050110,5/16/2016,23,60,59,10.042,9.721468743,0,0,670.4780016
3,P1050110,5/16/2016,24,60,60,7.606,4.22415841,0,0,670.4780016
4,P1050122,5/16/2016,1,60,1,7.783,4.52597681,0,0,86.69983729
4,P1050122,5/16/2016,2,60,2,5.342,1.463466832,0,0,86.69983729
4,P1050122,5/16/2016,3,60,3,5.073,1.253331111,0,0,86.69983729
4,P1050122,5/16/2016,4,60,4,6.482,2.614558197,0,0,86.69983729
4,P1050122,5/16/2016,5,60,5,4.184,0.703147214,0,0,86.69983729
4,P1050122,5/16/2016,6,60,6,4.782,1.049783998,0,0,86.69983729
4,P1050122,5/16/2016,7,60,7,4.69,0.990352406,0,0,86.69983729
4,P1050122,5/16/2016,8,60,8,6.856,3.093738912,0,0,86.69983729
4,P1050122,5/16/2016,9,60,9,5.744,1.81934276,0,0,86.69983729
4,P1050122,5/16/2016,10,60,10,5.335,1.457721316,0,0,86.69983729
4,P1050122,5/16/2016,11,60,11,5.474,1.57465571,0,0,86.69983729
4,P1050122,5/16/2016,12,60,12,5.175,1.33046145,0,0,86.69983729
4,P1050122,5/16/2016,13,60,13,5.815,1.887645296,0,0,86.69983729
4,P1050122,5/16/2016,14,60,14,5.747,1.82219489,0,0,86.69983729
4,P1050122,5/16/2016,15,60,15,4.875,1.11223125,0,0,86.69983729
4,P1050122,5/16/2016,16,60,16,6.805,3.025210657,0,0,86.69983729
4,P1050122,5/16/2016,17,60,17,6.251,2.34487518,0,0,86.69983729
4,P1050122,5/16/2016,18,60,18,4.938,1.155911248,0,0,86.69983729
4,P1050122,5/16/2016,19,60,19,4.531,0.893004032,0,0,86.69983729
4,P1050122,5/16/2016,20,60,20,5.893,1.964629027,0,0,86.69983729
4,P1050122,5/16/2016,21,60,21,5.448,1.552324564,0,0,86.69983729
4,P1050122,5/16/2016,22,60,22,6.124,2.204838476,0,0,86.69983729
4,P1050122,5/16/2016,23,60,23,4.769,1.041245651,0,0,86.69983729
4,P1050122,5/16/2016,24,60,24,6.648,2.82061795,0,0,86.69983729
4,P1050141,5/16/2016,1,60,25,5.122,1.290000728,0,0,86.69983729
4,P1050141,5/16/2016,2,60,26,4.651,0.965851262,0,0,86.69983729
4,P1050141,5/16/2016,3,60,27,5.297,1.426793598,0,0,86.69983729
4,P1050141,5/16/2016,4,60,28,4.745,1.025604419,0,0,86.69983729
4,P1050141,5/16/2016,5,60,29,5.194,1.345169677,0,0,86.69983729
4,P1050141,5/16/2016,6,60,30,3.426,0.386040891,0,0,86.69983729
4,P1050141,5/16/2016,7,60,31,4.304,0.76539923,0,0,86.69983729
4,P1050141,5/16/2016,8,60,32,5.092,1.267466291,0,0,86.69983729
4,P1050141,5/16/2016,9,60,33,5.059,1.242983236,0,0,86.69983729
4,P1050141,5/16/2016,10,60,34,4.48,0.863187763,0,0,86.69983729
4,P1050141,5/16/2016,11,60,35,4.772,1.043211913,0,0,86.69983729
4,P1050141,5/16/2016,12,60,36,4.141,0.681690002,0,0,86.69983729
4,P1050141,5/16/2016,13,60,37,3.934,0.584486251,0,0,86.69983729
4,P1050141,5/16/2016,14,60,38,4.059,0.641990183,0,0,86.69983729
4,P1050141,5/16/2016,15,60,39,4.579,0.921686367,0,0,86.69983729
4,P1050141,5/16/2016,16,60,40,4.44,0.840272486,0,0,86.69983729
4,P1050141,5/16/2016,17,60,41,4.237,0.730208065,0,0,86.69983729
4,P1050141,5/16/2016,18,60,42,4.177,0.699623935,0,0,86.69983729
4,P1050141,5/16/2016,19,60,43,4.65,0.9652284,0,0,86.69983729
4,P1050141,5/16/2016,20,60,44,4.551,0.904881563,0,0,86.69983729
4,P1050141,5/16/2016,21,60,45,4.021,0.624127692,0,0,86.69983729
4,P1050141,5/16/2016,22,60,46,5.668,1.748077801,0,0,86.69983729
4,P1050141,5/16/2016,23,60,47,4.441,0.840840366,0,0,86.69983729
4,P1050141,5/16/2016,24,60,48,4.401,0.818324095,0,0,86.69983729
4,P1050169,5/16/2016,1,60,49,7.156,3.517889783,0,0,86.69983729
4,P1050169,5/16/2016,2,60,50,4.877,1.113600712,0,0,86.69983729
4,P1050169,5/16/2016,3,60,51,6.054,2.130092596,0,0,86.69983729
4,P1050169,5/16/2016,4,60,52,5.501,1.598071358,0,0,86.69983729
4,P1050169,5/16/2016,5,60,53,4.942,1.158722543,0,0,86.69983729
4,P1050169,5/16/2016,6,60,54,4.31,0.768604714,0,0,86.69983729
4,P1050169,5/16/2016,7,60,55,6.557,2.706367591,0,0,86.69983729
4,P1050169,5/16/2016,8,60,56,5.116,1.285472649,0,0,86.69983729
4,P1050169,5/16/2016,9,60,57,5.666,1.746227984,0,0,86.69983729
4,P1050169,5/16/2016,10,60,58,5.53,1.623478819,0,0,86.69983729
4,P1050169,5/16/2016,11,60,59,4.934,1.153104504,0,0,86.69983729
4,P1050169,5/16/2016,12,60,60,5.473,1.573792885,0,0,86.69983729
5,P1050125,5/16/2016,1,60,1,4.796,1.059031203,0,0,121.3938262
5,P1050125,5/16/2016,2,60,2,5.719,1.795690656,0,0,121.3938262
5,P1050125,5/16/2016,3,60,3,5.521,1.615565143,0,0,121.3938262
5,P1050125,5/16/2016,4,60,4,5.217,1.363118912,0,0,121.3938262
5,P1050125,5/16/2016,5,60,5,5.033,1.223917161,0,0,121.3938262
5,P1050125,5/16/2016,6,60,6,6.571,2.723739911,0,0,121.3938262
5,P1050125,5/16/2016,7,60,7,5.177,1.33200461,0,0,121.3938262
5,P1050125,5/16/2016,8,60,8,5.961,2.033427059,0,0,121.3938262
5,P1050125,5/16/2016,9,60,9,7.062,3.381071638,0,0,121.3938262
5,P1050125,5/16/2016,10,60,10,5.129,1.295296912,0,0,121.3938262
5,P1050125,5/16/2016,11,60,11,5.31,1.437324394,0,0,121.3938262
5,P1050125,5/16/2016,12,60,12,6.752,2.955075178,0,0,121.3938262
5,P1050125,5/16/2016,13,60,13,6.894,3.145466544,0,0,121.3938262
5,P1050125,5/16/2016,14,60,14,6.304,2.405026392,0,0,121.3938262
5,P1050125,5/16/2016,15,60,15,6.262,2.357275937,0,0,121.3938262
5,P1050125,5/16/2016,16,60,16,7.933,4.792736978,0,0,121.3938262
5,P1050125,5/16/2016,17,60,17,5.002,1.201440576,0,0,121.3938262
5,P1050125,5/16/2016,18,60,18,6.531,2.674300985,0,0,121.3938262
5,P1050125,5/16/2016,19,60,19,5.562,1.651825578,0,0,121.3938262
5,P1050125,5/16/2016,20,60,20,6.3,2.4004512,0,0,121.3938262
5,P1050125,5/16/2016,21,60,21,4.7,0.9967008,0,0,121.3938262
5,P1050125,5/16/2016,22,60,22,5.267,1.402688344,0,0,121.3938262
5,P1050125,5/16/2016,23,60,23,6.529,2.671844869,0,0,121.3938262
5,P1050125,5/16/2016,24,60,24,6.681,2.862830585,0,0,121.3938262
5,P1050126,5/16/2016,1,60,25,5.85,1.9219356,0,0,121.3938262
5,P1050126,5/16/2016,2,60,26,4.976,1.182802811,0,0,121.3938262
5,P1050126,5/16/2016,3,60,27,5.52,1.614687437,0,0,121.3938262
5,P1050126,5/16/2016,4,60,28,5.095,1.269707831,0,0,121.3938262
5,P1050126,5/16/2016,5,60,29,5.013,1.209384357,0,0,121.3938262
5,P1050126,5/16/2016,6,60,30,6.998,3.289978406,0,0,121.3938262
5,P1050126,5/16/2016,7,60,31,5.389,1.502435317,0,0,121.3938262
5,P1050126,5/16/2016,8,60,32,7.393,3.879121224,0,0,121.3938262
5,P1050126,5/16/2016,9,60,33,5.88,1.951655731,0,0,121.3938262
5,P1050126,5/16/2016,10,60,34,5.064,1.246672341,0,0,121.3938262
5,P1050126,5/16/2016,11,60,35,5.161,1.319692687,0,0,121.3938262
5,P1050126,5/16/2016,12,60,36,6.463,2.591634191,0,0,121.3938262
5,P1050126,5/16/2016,13,60,37,7.003,3.297035415,0,0,121.3938262
5,P1050126,5/16/2016,14,60,38,6.986,3.273082687,0,0,121.3938262
5,P1050126,5/16/2016,15,60,39,6.511,2.649807464,0,0,121.3938262
5,P1050126,5/16/2016,16,60,40,5.228,1.371759479,0,0,121.3938262
5,P1050126,5/16/2016,17,60,41,6.889,3.138627584,0,0,121.3938262
5,P1050126,5/16/2016,18,60,42,7.134,3.485543828,0,0,121.3938262
5,P1050126,5/16/2016,19,60,43,5.795,1.868235215,0,0,121.3938262
5,P1050126,5/16/2016,20,60,44,6.602,2.762471416,0,0,121.3938262
5,P1050126,5/16/2016,21,60,45,4.987,1.190664315,0,0,121.3938262
5,P1050126,5/16/2016,22,60,46,7.172,3.541539384,0,0,121.3938262
5,P1050126,5/16/2016,23,60,47,5.517,1.612056225,0,0,121.3938262
5,P1050126,5/16/2016,24,60,48,6.302,2.40273807,0,0,121.3938262
5,P1050165,5/16/2016,1,60,49,5.723,1.799461133,0,0,121.3938262
5,P1050165,5/16/2016,2,60,50,5.214,1.360768707,0,0,121.3938262
5,P1050165,5/16/2016,3,60,51,5.328,1.451990856,0,0,121.3938262
5,P1050165,5/16/2016,4,60,52,4.502,0.875966918,0,0,121.3938262
5,P1050165,5/16/2016,5,60,53,4.377,0.805009254,0,0,121.3938262
5,P1050165,5/16/2016,6,60,54,4.431,0.835173072,0,0,121.3938262
5,P1050165,5/16/2016,7,60,55,6.244,2.337006478,0,0,121.3938262
5,P1050165,5/16/2016,8,60,56,4.044,0.634899045,0,0,121.3938262
5,P1050165,5/16/2016,9,60,57,4.432,0.835738652,0,0,121.3938262
5,P1050165,5/16/2016,10,60,58,6.11,2.189751658,0,0,121.3938262
5,P1050165,5/16/2016,11,60,59,5.582,1.669708775,0,0,121.3938262
5,P1050165,5/16/2016,12,60,60,6.163,2.247231098,0,0,121.3938262
6,P1050129,5/16/2016,1,60,1,6.103,2.182234125,0,0,95.92953704
6,P1050129,5/16/2016,2,60,2,6.781,2.993315304,0,0,95.92953704
6,P1050129,5/16/2016,3,60,3,4.981,1.186371918,0,0,95.92953704
6,P1050129,5/16/2016,4,60,4,5.255,1.393122781,0,0,95.92953704
6,P1050129,5/16/2016,5,60,5,4.123,0.672839125,0,0,95.92953704
6,P1050129,5/16/2016,6,60,6,4.931,1.15100243,0,0,95.92953704
6,P1050129,5/16/2016,7,60,7,4.505,0.877719241,0,0,95.92953704
6,P1050129,5/16/2016,8,60,8,6.872,3.115449282,0,0,95.92953704
6,P1050129,5/16/2016,9,60,9,5.143,1.305932728,0,0,95.92953704
6,P1050129,5/16/2016,10,60,10,6.661,2.837197275,0,0,95.92953704
6,P1050129,5/16/2016,11,60,11,6.109,2.188676669,0,0,95.92953704
6,P1050129,5/16/2016,12,60,12,7.366,3.836775397,0,0,95.92953704
6,P1050129,5/16/2016,13,60,13,6.871,3.114089417,0,0,95.92953704
6,P1050129,5/16/2016,14,60,14,5.265,1.401091052,0,0,95.92953704
6,P1050129,5/16/2016,15,60,15,8.14,5.177790182,0,0,95.92953704
6,P1050129,5/16/2016,16,60,16,6.971,3.252044511,0,0,95.92953704
6,P1050129,5/16/2016,17,60,17,5.691,1.769444682,0,0,95.92953704
6,P1050129,5/16/2016,18,60,18,5.588,1.675098792,0,0,95.92953704
6,P1050129,5/16/2016,19,60,19,4.869,1.108129602,0,0,95.92953704
6,P1050129,5/16/2016,20,60,20,6.3,2.4004512,0,0,95.92953704
6,P1050129,5/16/2016,21,60,21,7.472,4.004809133,0,0,95.92953704
6,P1050129,5/16/2016,22,60,22,4.68,0.984031027,0,0,95.92953704
6,P1050129,5/16/2016,23,60,23,7.154,3.514941007,0,0,95.92953704
6,P1050129,5/16/2016,24,60,24,6.69,2.874415766,0,0,95.92953704
6,P1050144,5/16/2016,1,60,25,4.227,0.725050033,0,0,95.92953704
6,P1050144,5/16/2016,2,60,26,4.352,0.791294037,0,0,95.92953704
6,P1050144,5/16/2016,3,60,27,4.786,1.052420541,0,0,95.92953704
6,P1050144,5/16/2016,4,60,28,3.462,0.398338628,0,0,95.92953704
6,P1050144,5/16/2016,5,60,29,2.976,0.253028834,0,0,95.92953704
6,P1050144,5/16/2016,6,60,30,2.333,0.121903296,0,0,95.92953704
6,P1050144,5/16/2016,7,60,31,4.698,0.995428957,0,0,95.92953704
6,P1050144,5/16/2016,8,60,32,4.106,0.664550621,0,0,95.92953704
6,P1050144,5/16/2016,9,60,33,4.943,1.159426078,0,0,95.92953704
6,P1050144,5/16/2016,10,60,34,3.843,0.544856814,0,0,95.92953704
6,P1050144,5/16/2016,11,60,35,4.237,0.730208065,0,0,95.92953704
6,P1050144,5/16/2016,12,60,36,4.796,1.059031203,0,0,95.92953704
6,P1050144,5/16/2016,13,60,37,4.11,0.666494698,0,0,95.92953704
6,P1050144,5/16/2016,14,60,38,4.75,1.02885,0,0,95.92953704
6,P1050144,5/16/2016,15,60,39,3.013,0.262584223,0,0,95.92953704
6,P1050144,5/16/2016,16,60,40,4.477,0.861454842,0,0,95.92953704
6,P1050144,5/16/2016,17,60,41,5.329,1.452808572,0,0,95.92953704
6,P1050144,5/16/2016,18,60,42,5.14,1.303648742,0,0,95.92953704
6,P1050144,5/16/2016,19,60,43,3.526,0.42084111,0,0,95.92953704
6,P1050144,5/16/2016,20,60,44,3.681,0.478816034,0,0,95.92953704
6,P1050144,5/16/2016,21,60,45,4.2,0.7112448,0,0,95.92953704
6,P1050144,5/16/2016,22,60,46,4.989,1.192097411,0,0,95.92953704
6,P1050144,5/16/2016,23,60,47,4.502,0.875966918,0,0,95.92953704
6,P1050144,5/16/2016,24,60,48,3.083,0.281314299,0,0,95.92953704
